id,department,tenure,job_role,monthly_income,age,overtime,distance_from_home,engagementScore,job_satisfaction,environment_satisfaction,work_life_balance,attrition,comment,sentiment_score,positive_score,neutral_score,negative_score,sentiment,textblob_polarity,textblob_subjectivity,extracted_keywords,overtime_encoded,predicted_engagement,risk_cluster,turnover_risk,attrition_probability
95,Sales,11,Sales Executive,5010,32,No,6,68,3,2,3,0,Average satisfaction overall. Compensation is fair but workload can be overwhelming at times.,0.3818,0.247,0.753,0.0,Positive,0.26249999999999996,0.575,"average, satisfaction, overall, compensation, fair",0,67.53638282695864,0,Medium,0.12366730748897155
96,Research & Development,4,Research Director,13549,54,No,2,45,3,1,1,0,The work in Research Director is okay. Some challenges with work-life balance especially with overtime requirements.,0.296,0.186,0.814,0.0,Positive,0.25,0.75,"research, director, challenges, balance, overtime",0,45.222853053918854,0,Medium,0.12860504314164298
97,Sales,3,Sales Executive,4999,24,No,3,52,3,1,2,0,Average satisfaction overall. Compensation is fair but workload can be overwhelming at times.,0.3818,0.247,0.753,0.0,Positive,0.26249999999999996,0.575,"average, satisfaction, overall, compensation, fair",0,52.69060256338777,0,Medium,0.23339973388659743
98,Sales,5,Sales Executive,4221,28,No,4,75,3,2,4,0,Great career growth opportunities in Sales Executive. The compensation package is competitive and benefits are strong.,0.9423,0.628,0.372,0.0,Positive,0.6166666666666667,0.7416666666666667,"great, career, growth, opportunities, sales",0,74.95452469583172,1,Low,0.1500176914507806
99,Sales,37,Sales Executive,13872,58,No,10,75,3,4,2,0,Very satisfied with my role after 37 years. The work environment is collaborative and resources are adequate.,0.6115,0.25,0.75,0.0,Positive,0.4916666666666667,0.6666666666666666,"satisfied, role, environment, collaborative, resources",0,74.92028838238208,2,Low,0.017424462477274538
100,Research & Development,3,Laboratory Technician,2042,44,No,23,65,2,2,4,0,Management is acceptable but communication could improve. Tools and resources are functional but dated.,0.6705,0.314,0.686,0.0,Positive,0.0,0.0,"management, acceptable, communication, tools, resources",0,64.95323501483894,0,Medium,0.3155864645000674
101,Human Resources,3,Human Resources,2073,37,Yes,6,55,1,3,3,1,Decent experience in Human Resources but career advancement opportunities could be better after 3 years.,0.8047,0.358,0.642,0.0,Positive,0.2222222222222222,0.4222222222222222,"decent, experience, human, resources, career",1,54.93618307160561,0,Medium,0.30674530009584877
102,Research & Development,1,Research Scientist,2956,32,No,1,62,1,4,3,0,Decent experience in Research & Development but career advancement opportunities could be better after 1 years.,0.8047,0.341,0.659,0.0,Positive,0.3333333333333333,0.5833333333333333,"decent, experience, research, development, career",0,62.33700168108794,1,Low,0.24218501665713613
103,Research & Development,1,Laboratory Technician,2926,20,Yes,6,92,4,4,3,1,Very satisfied with my role after 1 years. The work environment is collaborative and resources are adequate.,0.6115,0.25,0.75,0.0,Positive,0.4916666666666667,0.6666666666666666,"satisfied, role, environment, collaborative, resources",1,92.34628754460961,1,Low,0.12021725830376975
104,Research & Development,16,Research Scientist,4809,34,No,6,60,3,1,3,0,Management is acceptable but communication could improve. Tools and resources are functional but dated.,0.6705,0.314,0.686,0.0,Positive,0.0,0.0,"management, acceptable, communication, tools, resources",0,60.13406960496561,0,Medium,0.137347382167083
105,Research & Development,1,Healthcare Representative,5163,37,No,2,92,4,3,4,0,Great career growth opportunities in Healthcare Representative. The compensation package is competitive and benefits are strong.,0.9423,0.628,0.372,0.0,Positive,0.6166666666666667,0.7416666666666667,"great, career, growth, opportunities, healthcare",0,92.34802302794998,1,Low,0.09821614613786088
106,Human Resources,3,Manager,18844,59,No,2,85,4,3,3,0,Very satisfied with my role after 3 years. The work environment is collaborative and resources are adequate.,0.6115,0.25,0.75,0.0,Positive,0.4916666666666667,0.6666666666666666,"satisfied, role, environment, collaborative, resources",0,84.87144228909786,2,Low,0.028330023882144024
107,Research & Development,8,Research Director,18172,50,Yes,1,42,2,1,2,0,The work in Research Director is okay. Some challenges with work-life balance especially with overtime requirements.,0.296,0.186,0.814,0.0,Positive,0.25,0.75,"research, director, challenges, balance, overtime",1,42.64856767758312,2,Low,0.07747738924790025
108,Sales,6,Sales Executive,5744,25,Yes,5,75,3,3,3,1,Great career growth opportunities in Sales Executive. The compensation package is competitive and benefits are strong.,0.9423,0.628,0.372,0.0,Positive,0.6166666666666667,0.7416666666666667,"great, career, growth, opportunities, sales",1,74.93268431449839,1,Low,0.12931306047415958
109,Research & Development,2,Research Scientist,2889,25,No,7,92,4,4,3,0,I really appreciate the Research & Development team culture. Work-life balance is excellent and management is supportive.,0.8357,0.388,0.612,0.0,Positive,0.5666666666666667,0.7333333333333334,"research, development, team, culture, balance",0,92.34067900395817,1,Low,0.1244759681128694
110,Research & Development,0,Laboratory Technician,2871,22,No,15,78,4,2,3,0,Very satisfied with my role after 0 years. The work environment is collaborative and resources are adequate.,0.6115,0.25,0.75,0.0,Positive,0.4916666666666667,0.6666666666666666,"satisfied, role, environment, collaborative, resources",0,77.52665457662687,1,Low,0.21161392793595307
111,Research & Development,13,Healthcare Representative,7484,51,No,1,32,1,1,2,0,Struggling with work-life balance in Research & Development. Frequent overtime without adequate compensation adjustment.,-0.5371,0.0,0.729,0.271,Negative,0.21666666666666667,0.31666666666666665,"balance, research, development, frequent, overtime",0,32.697321571654356,0,Medium,0.17670856683358047
112,Research & Development,9,Laboratory Technician,6074,34,Yes,7,60,3,1,3,1,The work in Laboratory Technician is okay. Some challenges with work-life balance especially with overtime requirements.,0.296,0.186,0.814,0.0,Positive,0.25,0.75,"laboratory, technician, challenges, balance, overtime",1,60.125289122878236,0,Medium,0.1501893422419415
113,Human Resources,5,Manager,17328,54,Yes,26,92,4,4,3,0,Very satisfied with my role after 5 years. The work environment is collaborative and resources are adequate.,0.6115,0.25,0.75,0.0,Positive,0.4916666666666667,0.6666666666666666,"satisfied, role, environment, collaborative, resources",1,92.2900272535016,2,Low,0.04101399156973595
114,Research & Development,5,Laboratory Technician,2774,24,No,18,68,3,2,3,0,Average satisfaction overall. Compensation is fair but workload can be overwhelming at times.,0.3818,0.247,0.753,0.0,Positive,0.26249999999999996,0.575,"average, satisfaction, overall, compensation, fair",0,67.53667852867727,0,Medium,0.22978193227519042
115,Research & Development,1,Research Scientist,4505,34,No,6,65,2,3,3,0,The work in Research Scientist is okay. Some challenges with work-life balance especially with overtime requirements.,0.296,0.186,0.814,0.0,Positive,0.25,0.75,"research, scientist, challenges, balance, overtime",0,64.92909074618244,0,Medium,0.19703719213542353
116,Sales,5,Sales Executive,7428,37,No,3,85,4,3,3,0,I really appreciate the Sales team culture. Work-life balance is excellent and management is supportive.,0.8357,0.426,0.574,0.0,Positive,0.5666666666666667,0.7333333333333334,"sales, team, culture, balance, excellent",0,84.91877523725194,1,Low,0.08260741314411343
117,Research & Development,11,Manager,11631,34,No,5,55,1,3,3,0,Average satisfaction overall. Compensation is fair but workload can be overwhelming at times.,0.3818,0.247,0.753,0.0,Positive,0.26249999999999996,0.575,"average, satisfaction, overall, compensation, fair",0,54.92158923631206,0,Medium,0.09600504652973602
118,Sales,9,Sales Executive,9738,36,No,11,78,4,2,3,0,Great career growth opportunities in Sales Executive. The compensation package is competitive and benefits are strong.,0.9423,0.628,0.372,0.0,Positive,0.6166666666666667,0.7416666666666667,"great, career, growth, opportunities, sales",0,77.5095389623767,1,Low,0.08374602834786539
119,Research & Development,1,Laboratory Technician,2835,36,No,3,70,4,1,3,0,Very satisfied with my role after 1 years. The work environment is collaborative and resources are adequate.,0.6115,0.25,0.75,0.0,Positive,0.4916666666666667,0.6666666666666666,"satisfied, role, environment, collaborative, resources",0,70.11589516043695,1,Low,0.201427512629673
120,Sales,25,Manager,16959,43,Yes,26,92,4,3,4,0,Great career growth opportunities in Manager. The compensation package is competitive and benefits are strong.,0.9423,0.653,0.347,0.0,Positive,0.6166666666666667,0.7416666666666667,"great, career, growth, opportunities, manager",1,92.34735289030928,2,Low,0.019881396795518556
121,Research & Development,10,Research Scientist,2613,30,No,23,52,3,1,2,0,The work in Research Scientist is okay. Some challenges with work-life balance especially with overtime requirements.,0.296,0.186,0.814,0.0,Positive,0.25,0.75,"research, scientist, challenges, balance, overtime",0,52.70671912958095,0,Medium,0.30288656116384044
122,Sales,7,Sales Executive,6146,33,No,22,72,2,3,4,0,I really appreciate the Sales team culture. Work-life balance is excellent and management is supportive.,0.8357,0.426,0.574,0.0,Positive,0.5666666666666667,0.7333333333333334,"sales, team, culture, balance, excellent",0,72.35663480602123,1,Low,0.17523618921317316
123,Research & Development,5,Research Scientist,4963,56,Yes,14,58,2,2,3,1,Average satisfaction overall. Compensation is fair but workload can be overwhelming at times.,0.3818,0.247,0.753,0.0,Positive,0.26249999999999996,0.575,"average, satisfaction, overall, compensation, fair",1,57.518569812805595,0,Medium,0.2294969015513972
124,Research & Development,20,Research Director,19537,51,No,6,60,3,1,3,0,The work in Research Director is okay. Some challenges with work-life balance especially with overtime requirements.,0.296,0.186,0.814,0.0,Positive,0.25,0.75,"research, director, challenges, balance, overtime",0,60.089535270068474,2,Low,0.027367415040146125
125,Sales,7,Sales Executive,6172,31,Yes,6,60,3,2,2,1,Management is acceptable but communication could improve. Tools and resources are functional but dated.,0.6705,0.314,0.686,0.0,Positive,0.0,0.0,"management, acceptable, communication, tools, resources",1,60.09660014132513,0,Medium,0.17038612085544752
126,Research & Development,5,Research Scientist,2368,26,No,6,58,2,3,2,0,The work in Research Scientist is okay. Some challenges with work-life balance especially with overtime requirements.,0.296,0.186,0.814,0.0,Positive,0.25,0.75,"research, scientist, challenges, balance, overtime",0,57.516497578677125,0,Medium,0.24003305882125886
127,Research & Development,40,Healthcare Representative,10312,58,No,23,85,4,4,2,1,Very satisfied with my role after 40 years. The work environment is collaborative and resources are adequate.,0.6115,0.25,0.75,0.0,Positive,0.4916666666666667,0.6666666666666666,"satisfied, role, environment, collaborative, resources",0,84.93567634050457,2,Low,0.021357606108940885
128,Sales,0,Sales Representative,1675,19,Yes,22,75,3,4,2,1,Great career growth opportunities in Sales Representative. The compensation package is competitive and benefits are strong.,0.9423,0.628,0.372,0.0,Positive,0.6166666666666667,0.7416666666666667,"great, career, growth, opportunities, sales",1,74.91525979542062,1,Low,0.29623921920190543
129,Research & Development,2,Laboratory Technician,2523,22,No,2,85,4,3,3,0,I really appreciate the Research & Development team culture. Work-life balance is excellent and management is supportive.,0.8357,0.388,0.612,0.0,Positive,0.5666666666666667,0.7333333333333334,"research, development, team, culture, balance",0,84.93643606360011,1,Low,0.14040761360038723
130,Research & Development,15,Manufacturing Director,6567,49,No,20,48,1,3,2,0,Management is acceptable but communication could improve. Tools and resources are functional but dated.,0.6705,0.314,0.686,0.0,Positive,0.0,0.0,"management, acceptable, communication, tools, resources",0,47.504261735473186,0,Medium,0.21540749302707698
131,Research & Development,3,Research Scientist,4739,43,No,28,68,3,2,3,0,The work in Research Scientist is okay. Some challenges with work-life balance especially with overtime requirements.,0.296,0.186,0.814,0.0,Positive,0.25,0.75,"research, scientist, challenges, balance, overtime",0,67.51902891824005,0,Medium,0.2463380106124131
132,Sales,2,Sales Executive,9208,50,No,12,85,4,3,3,0,Very satisfied with my role after 2 years. The work environment is collaborative and resources are adequate.,0.6115,0.25,0.75,0.0,Positive,0.4916666666666667,0.6666666666666666,"satisfied, role, environment, collaborative, resources",0,84.90431065652095,1,Low,0.09014589337053028
